date,maxtempC,mintempC,avgtempC,sunHour,humidity,pressure
2020-06-15,23,14,19,5.0,61,1015
2020-06-16,23,14,19,7.0,57,1014
2020-06-17,22,15,19,12.0,60,1012
2020-06-18,21,15,18,11.0,63,1011
2020-06-19,19,12,15,11.0,70,1014
2020-06-20,21,13,18,17.0,63,1019
2020-06-21,21,14,18,5.0,63,1017
2020-06-22,21,12,17,17.0,57,1025
2020-06-23,27,14,21,17.0,53,1024
2020-06-24,29,18,24,17.0,53,1021
2020-06-25,29,20,25,17.0,52,1016
2020-06-26,26,18,22,11.0,60,1009
2020-06-27,21,15,18,5.0,61,1006
2020-06-28,19,13,16,11.0,60,1009
2020-06-29,18,12,15,2.0,62,1010
2020-06-30,19,13,16,3.0,71,1007
2020-07-01,20,14,17,12.0,66,1005
2020-07-02,22,13,17,11.0,65,1010
2020-07-03,21,13,17,9.0,68,1016
2020-07-04,18,15,17,1.0,84,1012
2020-07-05,20,14,18,9.0,61,1011
2020-07-06,20,13,16,10.0,54,1019
2020-07-07,20,13,16,12.0,56,1019
2020-07-08,18,12,16,1.0,82,1015
2020-07-09,21,16,18,1.0,80,1012
2020-07-10,19,14,16,10.0,60,1017
2020-07-11,20,12,17,17.0,56,1025
2020-07-12,23,14,19,17.0,47,1028
2020-07-13,22,14,19,6.0,55,1023
2020-07-14,20,17,18,2.0,63,1017
2020-07-15,19,15,17,1.0,67,1017
2020-07-16,21,16,19,2.0,68,1020
2020-07-17,27,17,21,16.0,61,1020
2020-07-18,25,15,20,14.0,63,1018
2020-07-19,20,14,17,6.0,63,1018
2020-07-20,22,13,17,15.0,55,1023
2020-07-21,22,12,17,16.0,48,1026
2020-07-22,23,14,19,12.0,53,1024
2020-07-23,21,14,17,13.0,56,1016
2020-07-24,24,17,20,6.0,64,1013
2020-07-25,21,16,19,4.0,72,1008
2020-07-26,22,14,18,11.0,65,1010
2020-07-27,20,15,18,2.0,69,1009
2020-07-28,21,15,17,15.0,57,1014
2020-07-29,23,12,18,15.0,56,1020
2020-07-30,27,15,21,15.0,48,1020
2020-07-31,32,19,25,15.0,50,1012
2020-08-01,25,18,21,10.0,60,1014
2020-08-02,22,15,18,14.0,55,1016
2020-08-03,22,15,19,11.0,52,1016
2020-08-04,23,15,19,15.0,51,1016
2020-08-05,25,16,20,14.0,56,1014
2020-08-06,27,18,23,14.0,53,1017
2020-08-07,34,19,27,15.0,41,1017
2020-08-08,33,22,26,12.0,45,1018
2020-08-09,32,19,25,13.0,57,1015
2020-08-10,34,22,27,15.0,56,1013
2020-08-11,34,22,28,13.0,54,1014
2020-08-12,32,23,27,11.0,56,1012
2020-08-13,29,22,24,10.0,61,1011
2020-08-14,25,17,20,1.0,76,1013
2020-08-15,24,19,21,1.0,77,1013
2020-08-16,26,19,22,8.0,64,1010
2020-08-17,21,17,19,2.0,68,1007
2020-08-18,23,16,20,8.0,65,1009
2020-08-19,19,15,18,2.0,83,1004
2020-08-20,24,18,21,14.0,61,1002
2020-08-21,22,18,20,9.0,62,1005
2020-08-22,22,17,19,13.0,61,1011
2020-08-23,21,16,18,2.0,67,1015
2020-08-24,20,15,16,7.0,76,1014
2020-08-25,20,17,18,1.0,72,1004
2020-08-26,20,16,18,6.0,61,1011
2020-08-27,19,15,17,6.0,68,1012
2020-08-28,19,13,16,8.0,68,1001
2020-08-29,17,12,14,2.0,66,1009
2020-08-30,16,13,14,6.0,64,1016
2020-08-31,18,12,15,13.0,53,1021
2020-09-01,19,13,16,12.0,47,1020
2020-09-02,21,13,17,11.0,53,1020
2020-09-03,20,16,18,1.0,75,1017
2020-09-04,20,13,16,7.0,65,1020
2020-09-05,17,11,15,4.0,63,1021
2020-09-06,20,10,15,13.0,59,1020
2020-09-07,20,12,16,13.0,62,1023
2020-09-08,24,16,19,7.0,75,1024
2020-09-09,22,16,19,1.0,72,1022
2020-09-10,21,12,16,13.0,52,1022
2020-09-11,20,11,16,13.0,59,1016
2020-09-12,20,13,16,12.0,63,1018
2020-09-13,25,15,19,13.0,65,1023
2020-09-14,28,15,21,13.0,53,1020
2020-09-15,29,18,23,13.0,53,1018
2020-09-16,23,16,20,10.0,63,1022
2020-09-17,21,14,17,13.0,60,1027
2020-09-18,20,13,16,13.0,59,1023
2020-09-19,20,14,17,9.0,63,1017
2020-09-20,23,15,18,9.0,61,1018
2020-09-21,24,13,18,12.0,56,1016
2020-09-22,24,15,19,12.0,61,1009
2020-09-23,18,12,16,8.0,71,1001
2020-09-24,15,10,12,1.0,56,996
2020-09-25,14,9,11,6.0,57,1005
2020-09-26,12,8,10,6.0,58,1011
2020-09-27,14,11,13,1.0,69,1013
2020-09-28,18,11,14,11.0,60,1013
2020-09-29,18,13,15,2.0,66,1014
2020-09-30,18,11,15,1.0,76,1006
2020-10-01,16,12,13,7.0,65,997
2020-10-02,15,10,13,1.0,69,993
2020-10-03,16,12,14,3.0,79,986
2020-10-04,12,8,11,1.0,74,983
2020-10-05,15,10,13,5.0,73,993
2020-10-06,15,12,13,1.0,71,998
2020-10-07,15,11,13,11.0,69,1012
2020-10-08,17,11,15,4.0,75,1012
2020-10-09,14,8,11,6.0,68,1019
2020-10-10,13,7,10,6.0,68,1021
2020-10-11,14,8,11,7.0,67,1024
2020-10-12,14,8,11,4.0,71,1019
2020-10-13,11,8,9,1.0,77,1010
2020-10-14,15,9,12,10.0,67,1019
2020-10-15,13,9,11,1.0,63,1023
2020-10-16,12,7,10,4.0,69,1024
2020-10-17,12,10,11,3.0,66,1022
2020-10-18,13,10,11,6.0,61,1024
2020-10-19,14,8,11,6.0,66,1015
2020-10-20,18,13,15,8.0,75,1003
2020-10-21,16,14,15,2.0,81,999
2020-10-22,16,11,14,8.0,74,1008
2020-10-23,16,9,13,4.0,76,1009
2020-10-24,15,9,12,1.0,72,1007
2020-10-25,14,10,12,7.0,65,997
2020-10-26,13,8,10,5.0,69,998
2020-10-27,14,8,10,1.0,77,999
2020-10-28,13,10,11,6.0,66,1004
2020-10-29,14,9,12,1.0,78,1013
2020-10-30,17,14,15,4.0,77,1016
2020-10-31,16,11,14,1.0,72,1010
2020-11-01,15,11,13,1.0,76,1005
2020-11-02,18,10,15,2.0,62,1004
2020-11-03,10,6,8,7.0,64,1019
2020-11-04,11,5,8,9.0,70,1033
2020-11-05,10,5,7,9.0,71,1037
2020-11-06,13,5,8,9.0,65,1029
2020-11-07,14,6,10,9.0,86,1021
2020-11-08,14,9,11,4.0,91,1019
2020-11-09,15,12,13,3.0,88,1019
2020-11-10,16,10,12,4.0,86,1022
2020-11-11,14,9,11,1.0,83,1018
2020-11-12,12,10,11,9.0,72,1013
2020-11-13,14,10,12,1.0,72,1014
2020-11-14,15,10,13,1.0,80,1007
2020-11-15,14,9,12,4.0,68,997
2020-11-16,11,9,10,8.0,72,1012
2020-11-17,14,12,12,3.0,78,1021
2020-11-18,15,9,12,4.0,76,1016
2020-11-19,10,5,8,6.0,62,1025
2020-11-20,9,3,6,1.0,71,1033
2020-11-21,12,10,11,3.0,76,1027
2020-11-22,11,6,10,9.0,70,1026
2020-11-23,11,5,8,3.0,82,1025
2020-11-24,12,10,11,8.0,82,1017
2020-11-25,12,8,11,1.0,90,1013
2020-11-26,10,6,7,4.0,74,1020
2020-11-27,8,3,5,3.0,86,1019
2020-11-28,11,7,9,8.0,84,1019
2020-11-29,9,6,8,8.0,88,1025
2020-11-30,10,7,8,1.0,87,1024
2020-12-01,7,4,6,8.0,72,1024
2020-12-02,7,2,4,2.0,76,1018
2020-12-03,6,5,5,1.0,82,994
2020-12-04,5,1,4,1.0,76,979
2020-12-05,6,4,5,6.0,76,991
2020-12-06,6,3,4,1.0,79,1001
2020-12-07,5,3,4,8.0,82,1000
2020-12-08,6,2,4,8.0,82,1003
2020-12-09,6,5,5,8.0,79,1005
2020-12-10,7,6,7,1.0,83,999
2020-12-11,10,6,8,2.0,92,988
2020-12-12,8,4,7,2.0,85,998
2020-12-13,10,3,6,1.0,85,1004
2020-12-14,12,9,11,5.0,77,999
2020-12-15,10,8,9,7.0,83,1005
2020-12-16,11,5,8,2.0,80,1007
2020-12-17,10,6,8,7.0,80,1014
2020-12-18,12,7,10,1.0,82,1010
2020-12-19,12,9,11,6.0,74,1005
2020-12-20,10,7,9,7.0,74,1013
2020-12-21,14,7,11,1.0,86,1007
2020-12-22,14,10,11,2.0,87,1010
2020-12-23,12,8,11,1.0,88,1005
2020-12-24,7,0,4,5.0,69,1020
2020-12-25,4,1,2,7.0,71,1031
2020-12-26,8,2,5,1.0,82,1016
2020-12-27,10,2,6,7.0,71,978
2020-12-28,5,-0,2,2.0,75,969
2020-12-29,5,1,3,2.0,82,988
2020-12-30,4,-2,2,2.0,79,1002
2020-12-31,3,-1,1,8.0,72,1002
2021-01-01,3,-1,1,4.0,86,1012
2021-01-02,4,0,3,1.0,85,1017
2021-01-03,5,0,3,4.0,84,1018
2021-01-04,4,2,3,1.0,80,1020
2021-01-05,3,1,3,1.0,91,1021
2021-01-06,4,0,3,6.0,83,1020
2021-01-07,3,-1,1,8.0,81,1018
2021-01-08,3,-1,1,1.0,89,1018
2021-01-09,6,1,2,8.0,81,1027
2021-01-10,4,-1,1,8.0,86,1026
2021-01-11,6,2,4,2.0,89,1018
2021-01-12,9,1,6,1.0,88,1014
2021-01-13,8,1,5,1.0,93,1018
2021-01-14,8,3,5,1.0,90,1018
2021-01-15,4,1,2,2.0,72,1028
2021-01-16,7,2,5,1.0,88,1020
2021-01-17,6,4,5,9.0,81,1024
2021-01-18,7,2,5,1.0,85,1020
2021-01-19,11,8,10,1.0,84,1003
2021-01-20,11,5,9,1.0,81,988
2021-01-21,8,5,6,7.0,64,983
2021-01-22,7,2,4,9.0,73,991
2021-01-23,4,-1,2,2.0,74,996
2021-01-24,3,-2,0,1.0,76,996
2021-01-25,5,-1,2,9.0,69,1009
2021-01-26,5,-1,2,4.0,83,1018
2021-01-27,9,6,7,4.0,95,1012
2021-01-28,12,8,10,1.0,91,1004
2021-01-29,11,7,9,3.0,81,999
2021-01-30,7,-0,4,1.0,84,998
2021-01-31,5,2,3,3.0,65,1001
2021-02-01,6,4,5,1.0,84,997
2021-02-02,12,4,9,3.0,84,996
2021-02-03,9,6,7,1.0,85,997
2021-02-04,8,4,6,1.0,92,1008
2021-02-05,11,5,7,7.0,86,1008
2021-02-06,7,3,5,1.0,92,1005
2021-02-07,5,-2,0,1.0,80,1003
2021-02-08,-1,-2,-2,1.0,78,1003
2021-02-09,1,-2,-1,1.0,83,1006
2021-02-10,1,-5,-1,10.0,69,1016
2021-02-11,-1,-4,-2,9.0,71,1026
2021-02-12,0,-3,-1,4.0,65,1029
2021-02-13,-1,-4,-2,5.0,59,1033
2021-02-14,3,-0,1,1.0,68,1026
2021-02-15,11,5,8,1.0,91,1019
2021-02-16,11,7,9,1.0,85,1011
2021-02-17,10,7,9,1.0,84,1010
2021-02-18,10,5,8,1.0,76,1004
2021-02-19,9,5,7,2.0,79,1008
2021-02-20,15,10,12,8.0,72,1004
2021-02-21,14,9,11,7.0,77,1008
2021-02-22,13,8,10,5.0,77,1014
2021-02-23,12,7,10,8.0,71,1023
2021-02-24,14,11,12,11.0,68,1023
2021-02-25,11,7,10,1.0,73,1026
2021-02-26,13,4,8,11.0,59,1037
2021-02-27,13,4,8,11.0,64,1040
2021-02-28,10,4,7,11.0,71,1037
2021-03-01,10,5,7,11.0,74,1031
2021-03-02,12,3,7,11.0,73,1029
2021-03-03,13,4,8,6.0,80,1026
2021-03-04,8,1,5,1.0,77,1025
2021-03-05,6,3,4,3.0,56,1032
2021-03-06,7,0,4,10.0,60,1034
2021-03-07,8,2,5,11.0,58,1028
2021-03-08,10,1,5,4.0,64,1024
2021-03-09,11,2,6,11.0,68,1020
2021-03-10,9,5,7,1.0,83,1011
2021-03-11,12,6,9,1.0,61,999
2021-03-12,10,5,7,1.0,62,1003
2021-03-13,9,5,7,7.0,60,996
2021-03-14,11,5,8,2.0,66,1012
2021-03-15,11,8,9,4.0,65,1019
2021-03-16,11,6,8,1.0,83,1028
2021-03-17,9,4,7,4.0,69,1033
2021-03-18,9,4,7,1.0,77,1028
2021-03-19,11,5,8,12.0,64,1028
2021-03-20,11,4,8,8.0,69,1031
2021-03-21,12,7,9,4.0,72,1028
2021-03-22,12,6,9,13.0,66,1026
2021-03-23,12,5,8,7.0,70,1023
2021-03-24,12,6,9,2.0,72,1019
2021-03-25,13,4,9,9.0,65,1017
2021-03-26,11,6,8,6.0,61,1009
2021-03-27,11,4,8,8.0,64,1020
2021-03-28,13,8,10,4.0,71,1018
2021-03-29,18,9,12,13.0,60,1027
2021-03-30,21,7,14,13.0,57,1029
2021-03-31,21,8,15,13.0,64,1020
2021-04-01,15,6,11,6.0,72,1025
2021-04-02,11,4,7,13.0,62,1030
2021-04-03,11,5,8,13.0,66,1031
2021-04-04,15,4,9,13.0,60,1023
2021-04-05,8,2,5,8.0,54,1016
2021-04-06,5,1,3,9.0,43,1021
2021-04-07,8,-1,4,13.0,47,1025
2021-04-08,10,1,6,12.0,65,1020
2021-04-09,12,4,8,9.0,67,1013
2021-04-10,7,3,5,3.0,74,1014
2021-04-11,8,1,4,6.0,65,1019
2021-04-12,9,-0,5,2.0,67,1028
2021-04-13,12,1,7,12.0,64,1034
2021-04-14,12,3,8,13.0,57,1033
2021-04-15,10,2,6,5.0,64,1032
2021-04-16,11,1,7,13.0,62,1032
2021-04-17,14,2,8,14.0,56,1028
2021-04-18,14,3,9,13.0,58,1025
2021-04-19,14,4,9,10.0,65,1021
2021-04-20,14,7,10,14.0,67,1019
2021-04-21,12,6,9,5.0,68,1023
2021-04-22,14,4,8,15.0,59,1027
2021-04-23,15,4,9,15.0,58,1031
2021-04-24,13,5,9,5.0,64,1028
2021-04-25,13,4,8,15.0,66,1027
2021-04-26,13,4,8,12.0,62,1022
2021-04-27,15,4,9,11.0,65,1011
2021-04-28,12,5,8,2.0,74,1009
2021-04-29,12,5,8,12.0,60,1013
2021-04-30,12,3,8,9.0,62,1015
2021-05-01,14,3,9,11.0,66,1015
2021-05-02,14,4,9,10.0,65,1020
2021-05-03,12,5,8,2.0,78,1012
2021-05-04,12,5,8,6.0,72,1001
2021-05-05,12,4,7,2.0,69,1009
2021-05-06,12,3,8,10.0,56,1008
2021-05-07,14,5,10,14.0,56,1013
2021-05-08,13,6,10,4.0,86,1006
2021-05-09,19,12,15,14.0,69,997
2021-05-10,16,10,13,10.0,67,1002
2021-05-11,15,7,12,6.0,70,1007
2021-05-12,15,9,12,9.0,68,1010
2021-05-13,14,10,12,3.0,76,1008
2021-05-14,13,7,10,1.0,79,1009
2021-05-15,13,9,10,6.0,88,1001
2021-05-16,13,7,10,1.0,91,998
2021-05-17,16,8,11,1.0,84,1003
2021-05-18,16,7,11,7.0,74,1015
2021-05-19,16,8,11,8.0,81,1018
2021-05-20,14,6,10,10.0,78,1021
2021-05-21,12,9,10,1.0,81,999
2021-05-22,13,7,10,1.0,84,1005
2021-05-23,11,5,9,4.0,87,1007
2021-05-24,13,7,10,4.0,84,1004
2021-05-25,14,6,10,5.0,80,1012
2021-05-26,15,7,11,13.0,80,1014
2021-05-27,20,10,15,12.0,68,1021
2021-05-28,19,10,15,11.0,69,1024
2021-05-29,21,11,16,16.0,64,1027
2021-05-30,19,9,14,17.0,60,1028
2021-05-31,21,9,16,17.0,68,1022
2021-06-01,23,12,18,15.0,60,1017
2021-06-02,24,13,19,16.0,64,1013
2021-06-03,24,16,20,12.0,70,1019
2021-06-04,17,13,15,3.0,81,1024
2021-06-05,23,12,18,17.0,65,1026
2021-06-06,22,13,17,4.0,78,1025
2021-06-07,23,13,18,11.0,70,1023
2021-06-08,23,12,18,17.0,57,1024
2021-06-09,24,13,19,17.0,58,1021
2021-06-10,24,15,20,11.0,71,1021
2021-06-11,24,16,20,12.0,72,1020
2021-06-12,22,14,19,17.0,59,1023
2021-06-13,28,14,21,17.0,54,1026
2021-06-14,28,17,22,17.0,60,1021
2021-06-15,25,16,20,15.0,59,1021
2021-06-16,28,15,22,14.0,57,1013
2021-06-17,21,16,19,1.0,91,1010
2021-06-18,15,8,13,1.0,95,1014
2021-06-19,18,12,15,5.0,82,1015
2021-06-20,17,12,14,1.0,87,1008
2021-06-21,14,11,12,1.0,92,1012
2021-06-22,14,9,12,3.0,87,1020
2021-06-23,18,8,14,14.0,74,1023
2021-06-24,22,12,18,16.0,57,1022
2021-06-25,21,14,17,8.0,74,1020
2021-06-26,18,12,15,1.0,94,1016
2021-06-27,20,15,17,1.0,86,1016
2021-06-28,20,14,17,6.0,84,1015
2021-06-29,18,13,16,1.0,92,1016
2021-06-30,18,13,15,9.0,76,1016
2021-07-01,20,13,16,13.0,63,1018
2021-07-02,22,14,18,8.0,72,1018
2021-07-03,20,14,17,10.0,76,1012
2021-07-04,20,13,16,4.0,85,1008
2021-07-05,20,13,16,9.0,80,1006
2021-07-06,18,14,16,6.0,83,1000
2021-07-07,20,13,16,7.0,77,1014
2021-07-08,23,13,18,6.0,75,1018
2021-07-09,23,14,19,9.0,72,1019
2021-07-10,18,12,15,10.0,83,1016
2021-07-11,20,13,16,3.0,86,1014
2021-07-12,20,15,18,9.0,78,1011
2021-07-13,22,15,18,11.0,77,1015
2021-07-14,21,15,18,3.0,79,1018
2021-07-15,24,15,19,14.0,70,1021
2021-07-16,24,12,19,16.0,66,1027
2021-07-17,27,15,21,16.0,62,1028
2021-07-18,29,18,24,16.0,60,1024
2021-07-19,25,17,21,13.0,66,1023
2021-07-20,26,17,21,11.0,64,1023
2021-07-21,28,18,23,14.0,66,1023
2021-07-22,27,17,22,16.0,60,1023
2021-07-23,23,16,19,16.0,64,1016
2021-07-24,24,17,20,6.0,73,1008
2021-07-25,21,16,18,3.0,88,1008
2021-07-26,25,16,20,14.0,69,1010
2021-07-27,21,16,18,8.0,78,1009
2021-07-28,20,14,17,10.0,73,1009
2021-07-29,20,13,16,13.0,65,1010
2021-07-30,17,13,15,3.0,83,1010
2021-07-31,21,15,18,3.0,71,1009
2021-08-01,20,14,17,8.0,77,1011
2021-08-02,21,14,17,12.0,59,1015
2021-08-03,21,13,17,9.0,63,1013
2021-08-04,22,13,17,8.0,66,1013
2021-08-05,20,14,17,1.0,77,1007
2021-08-06,20,15,17,3.0,79,1001
2021-08-07,20,14,17,2.0,77,1000
2021-08-08,19,15,16,5.0,74,1006
2021-08-09,19,15,16,8.0,82,1011
2021-08-10,20,13,17,3.0,72,1016
2021-08-11,23,14,19,15.0,66,1018
2021-08-12,22,16,19,14.0,67,1019
2021-08-13,22,15,19,14.0,67,1021
2021-08-14,24,15,19,2.0,73,1019
2021-08-15,23,16,19,13.0,64,1015
2021-08-16,20,14,17,14.0,58,1017
2021-08-17,19,13,16,3.0,72,1020
2021-08-18,20,15,17,3.0,75,1017
2021-08-19,21,15,18,13.0,69,1015
2021-08-20,23,16,19,15.0,67,1016
2021-08-21,22,16,19,9.0,69,1014
2021-08-22,20,14,17,1.0,84,1016
2021-08-23,22,14,18,15.0,62,1026
2021-08-24,21,15,18,8.0,67,1028
2021-08-25,22,14,18,14.0,65,1026
2021-08-26,19,13,16,13.0,64,1023
2021-08-27,20,13,16,10.0,56,1024
2021-08-28,20,12,16,5.0,68,1025
2021-08-29,20,11,16,12.0,60,1024
2021-08-30,20,13,16,13.0,66,1024
2021-08-31,20,12,16,9.0,65,1028
2021-09-01,20,13,16,10.0,67,1029
2021-09-02,21,13,17,13.0,63,1027
2021-09-03,22,13,17,13.0,68,1022
2021-09-04,21,12,16,10.0,70,1019
2021-09-05,23,13,17,13.0,64,1020
2021-09-06,27,15,21,13.0,44,1023
2021-09-07,28,16,21,13.0,53,1021
2021-09-08,28,18,22,13.0,55,1013
2021-09-09,24,17,20,9.0,72,1010
2021-09-10,22,16,19,1.0,77,1012
2021-09-11,21,16,18,3.0,82,1015
2021-09-12,22,14,18,13.0,63,1017
2021-09-13,18,13,15,10.0,69,1018
2021-09-14,21,13,16,8.0,68,1016
2021-09-15,18,14,15,1.0,86,1013
2021-09-16,21,14,17,6.0,67,1018
2021-09-17,22,13,17,12.0,69,1013
2021-09-18,22,15,18,5.0,68,1013
2021-09-19,20,15,18,5.0,65,1016
2021-09-20,20,13,17,7.0,66,1021
2021-09-21,21,12,16,13.0,65,1030
2021-09-22,22,11,16,12.0,62,1027
2021-09-23,21,12,17,7.0,71,1021
2021-09-24,24,14,18,12.0,64,1016
2021-09-25,22,15,18,1.0,74,1015
2021-09-26,22,15,18,10.0,59,1012
2021-09-27,18,13,16,9.0,64,1017
2021-09-28,17,12,14,1.0,72,1019
2021-09-29,16,9,12,12.0,60,1021
2021-09-30,15,8,12,1.0,79,1021
2021-10-01,16,10,14,3.0,84,1011
2021-10-02,15,9,12,3.0,78,1001
2021-10-03,16,10,13,9.0,80,998
2021-10-04,16,11,13,1.0,77,1010
2021-10-05,15,10,12,1.0,82,1004
2021-10-06,16,9,12,11.0,69,1020
2021-10-07,17,10,14,2.0,75,1027
2021-10-08,19,12,15,3.0,84,1030
2021-10-09,18,10,14,10.0,73,1029
2021-10-10,18,11,14,4.0,75,1028
2021-10-11,15,9,12,11.0,69,1029
2021-10-12,15,9,12,7.0,75,1027
2021-10-13,16,10,13,6.0,68,1028
2021-10-14,17,11,14,11.0,72,1023
2021-10-15,14,10,13,1.0,72,1019
2021-10-16,15,9,12,8.0,62,1022
2021-10-17,14,11,12,3.0,84,1018
2021-10-18,17,10,14,5.0,84,1017
2021-10-19,18,15,17,1.0,87,1011
2021-10-20,18,11,15,5.0,79,999
2021-10-21,11,7,9,9.0,62,1008
2021-10-22,12,7,9,5.0,68,1023
2021-10-23,13,6,10,10.0,73,1024
2021-10-24,14,10,12,9.0,74,1018
2021-10-25,15,10,13,6.0,78,1017
2021-10-26,15,9,12,7.0,80,1020
2021-10-27,18,14,16,8.0,76,1017
2021-10-28,18,13,15,10.0,69,1010
2021-10-29,15,11,14,1.0,79,1000
2021-10-30,14,10,12,1.0,84,999
2021-10-31,13,9,11,1.0,82,996
2021-11-01,12,7,10,9.0,71,996
2021-11-02,11,5,8,7.0,74,998
2021-11-03,11,4,8,4.0,76,1005
2021-11-04,10,6,7,7.0,72,1018
2021-11-05,9,3,7,7.0,68,1026
2021-11-06,11,6,9,2.0,83,1027
2021-11-07,12,7,10,9.0,69,1022
2021-11-08,12,5,9,9.0,73,1023
2021-11-09,14,10,12,4.0,86,1023
2021-11-10,14,11,12,2.0,87,1024
2021-11-11,14,10,12,7.0,88,1025
2021-11-12,15,10,12,1.0,77,1012
2021-11-13,12,11,12,8.0,77,1012
2021-11-14,13,9,11,3.0,75,1025
2021-11-15,13,9,11,7.0,72,1026
2021-11-16,11,7,9,6.0,86,1021
2021-11-17,11,6,9,9.0,70,1022
2021-11-18,13,6,10,1.0,90,1027
2021-11-19,14,9,11,9.0,84,1030
2021-11-20,13,9,10,9.0,78,1025
2021-11-21,9,4,7,4.0,73,1018
2021-11-22,9,5,7,9.0,67,1029
2021-11-23,9,4,6,5.0,74,1033
2021-11-24,8,4,6,8.0,73,1021
2021-11-25,7,2,5,4.0,71,1015
2021-11-26,7,2,4,4.0,76,998
2021-11-27,6,3,4,4.0,78,990
2021-11-28,5,1,3,1.0,83,1004
2021-11-29,5,-0,2,7.0,74,1014
2021-11-30,11,4,9,1.0,87,1011
2021-12-01,11,4,8,4.0,74,998
2021-12-02,3,0,2,5.0,76,1010
2021-12-03,8,1,5,1.0,81,1005
2021-12-04,7,3,6,7.0,78,1000
2021-12-05,7,3,5,1.0,85,1008
2021-12-06,7,1,4,1.0,79,1008
2021-12-07,7,1,4,6.0,79,1003
2021-12-08,8,5,6,3.0,75,987
2021-12-09,8,5,6,7.0,80,997
2021-12-10,8,4,6,8.0,76,1000
2021-12-11,9,2,5,3.0,85,1016
2021-12-12,12,10,10,4.0,94,1020
2021-12-13,11,9,10,3.0,85,1023
2021-12-14,11,9,10,1.0,93,1025
2021-12-15,11,8,10,7.0,88,1031
2021-12-16,13,7,9,7.0,88,1037
2021-12-17,9,6,7,7.0,91,1040
2021-12-18,10,7,8,5.0,95,1040
2021-12-19,7,6,6,7.0,86,1034
2021-12-20,7,5,6,3.0,68,1030
2021-12-21,7,1,4,7.0,72,1027
2021-12-22,6,-0,2,6.0,64,1019
2021-12-23,10,4,7,3.0,84,1011
2021-12-24,10,7,8,3.0,95,1004
2021-12-25,8,6,7,1.0,90,1003
2021-12-26,8,6,7,1.0,95,1001
2021-12-27,10,7,8,3.0,93,995
2021-12-28,10,8,9,2.0,83,994
2021-12-29,16,8,11,1.0,87,1002
2021-12-30,14,11,13,1.0,89,1014
2021-12-31,14,12,12,3.0,85,1019
2022-01-01,14,12,13,5.0,78,1018
2022-01-02,12,9,11,2.0,80,1013
2022-01-03,11,9,10,6.0,77,1012
2022-01-04,9,2,5,2.0,72,1009
2022-01-05,6,0,3,8.0,74,1017
2022-01-06,8,-1,3,3.0,80,1019
2022-01-07,5,2,4,7.0,77,1015
2022-01-08,10,1,5,1.0,89,1003
2022-01-09,6,3,4,8.0,80,1009
2022-01-10,8,3,5,1.0,82,1017
2022-01-11,8,7,7,1.0,89,1032
2022-01-12,8,2,5,8.0,76,1041
2022-01-13,9,1,4,8.0,77,1040
2022-01-14,8,1,4,8.0,68,1036
2022-01-15,7,2,4,9.0,77,1027
2022-01-16,10,3,6,6.0,85,1026
2022-01-17,9,1,4,9.0,78,1037
2022-01-18,8,1,4,9.0,83,1037
2022-01-19,8,3,5,1.0,88,1026
2022-01-20,5,0,2,9.0,64,1036
2022-01-21,7,-1,2,9.0,72,1038
2022-01-22,8,0,4,9.0,85,1037
2022-01-23,7,2,4,9.0,84,1035
2022-01-24,7,2,4,9.0,85,1035
2022-01-25,7,1,4,9.0,84,1038
2022-01-26,9,1,4,9.0,86,1033
2022-01-27,10,4,6,4.0,85,1029
2022-01-28,9,2,5,9.0,85,1035
2022-01-29,13,7,10,3.0,82,1028
2022-01-30,7,1,5,9.0,71,1032
2022-01-31,9,5,6,9.0,66,1022
2022-02-01,14,5,10,6.0,77,1022
2022-02-02,12,8,10,8.0,81,1023
2022-02-03,11,7,9,7.0,74,1016
2022-02-04,9,5,7,3.0,69,1017
2022-02-05,10,3,7,6.0,72,1022
2022-02-06,10,5,9,1.0,71,1010
2022-02-07,9,3,6,10.0,70,1027
2022-02-08,12,9,11,3.0,66,1028
2022-02-09,11,8,10,1.0,71,1025
2022-02-10,8,4,6,1.0,78,1023
2022-02-11,9,1,5,10.0,65,1033
2022-02-12,8,3,6,6.0,63,1022
2022-02-13,10,6,8,1.0,82,999
2022-02-14,8,5,7,3.0,79,1004
2022-02-15,10,3,7,1.0,83,1010
2022-02-16,13,8,12,1.0,86,1001
2022-02-17,10,6,7,5.0,67,1011
2022-02-18,12,5,8,1.0,69,1000
2022-02-19,7,4,5,4.0,70,1009
2022-02-20,12,4,9,1.0,81,1006
2022-02-21,10,4,7,1.0,66,1011
2022-02-22,13,5,9,5.0,79,1018
2022-02-23,10,2,7,9.0,70,1024
2022-02-24,9,4,7,2.0,65,1014
2022-02-25,10,3,6,11.0,62,1027
2022-02-26,10,2,6,11.0,66,1031
2022-02-27,10,3,6,11.0,61,1024
2022-02-28,10,6,8,1.0,84,1023
2022-03-01,9,6,8,1.0,96,1024
2022-03-02,8,7,8,1.0,92,1019
2022-03-03,12,5,8,11.0,72,1015
2022-03-04,9,6,8,6.0,78,1017
2022-03-05,9,4,7,2.0,79,1022
2022-03-06,8,3,5,7.0,75,1028
2022-03-07,8,2,5,11.0,68,1024
2022-03-08,11,1,6,11.0,60,1017
2022-03-09,13,6,9,11.0,77,1018
2022-03-10,14,7,10,10.0,73,1018
2022-03-11,12,8,10,2.0,82,1006
